,주소,이름,위도,경도
68,서울특별시 종로구 창경궁로 258-6 (명륜2가),펠리스 모텔,37.5845012,126.9990943
69,서울특별시 종로구 수표로22길 9 (낙원동),에비뉴162,37.5711881,126.9898132
70,'서울특별시 종로구 종로 294 4층 (창신동)',HOTEL KOTA(호텔코타),37.5777081,127.0100252
71,서울특별시 종로구 지봉로4길 8-3 (창신동),한도,37.5709871,127.016363
72,서울특별시 종로구 삼일대로32가길 29-4 (익선동),OK.Vill,37.5746775,126.9894593
73,서울특별시 종로구 종로46가길 8 (창신동),동문모텔,37.5708716,127.0110632
74,서울특별시 종로구 종로 227-6 (종로5가),트래블몬스터,37.5713057,127.0058954
75,'서울특별시 종로구 율곡로2길 7 5~18층 (수송동)',(주)신영SPS지점,37.5749752,126.9812194
76,서울특별시 종로구 돈화문로9길 29 (낙원동),호텔 스타,37.5714876,126.9900582
77,서울특별시 종로구 사직로9길 10 (필운동),수모텔,37.5766685,126.9682835
78,서울특별시 종로구 종로31길 40 (연지동),호텔앳홈,37.572638,126.9992394
79,서울특별시 종로구 종로48길 8-2 (창신동),대구,37.57141,127.0113346
80,서울특별시 종로구 수표로26길 10 (돈의동),HOTEL THE MAY,37.57190680000001,126.9895624
81,서울특별시 종로구 수표로22길 6 (낙원동),누누모텔,37.5709245,126.9896402
82,서울특별시 서대문구 수색로 32-6 (남가좌동),여광장여관,37.5694383,126.9153698
83,서울특별시 종로구 인사동14길 48 (관훈동),인사호스텔,37.5749064,126.9846369
84,서울특별시 종로구 보문로1길 7-14 (숭인동),덕흥,37.5763809,127.022248
85,서울특별시 종로구 율곡로10길 24 (와룡동),호텔 월하여관,37.5763704,126.9909139
86,서울특별시 중랑구 동일로 850 (묵동),힐파크,37.6062382,127.078876
87,서울특별시 종로구 수표로22길 20-3 (돈의동),티(T),37.5710664,126.9906446
88,서울특별시 종로구 창신1길 9 (창신동),부전,37.5722428,127.0112523
89,서울특별시 종로구 삼봉로 71 (수송동),신라스테이 광화문,37.572565,126.981137
90,서울특별시 종로구 수표로22길 16 (낙원동),HOTEL POP,37.5709986,126.9901927
91,서울특별시 종로구 인사동길 20-9 (인사동),호텔쿠레타케소,37.5728531,126.9865338
92,'서울특별시 종로구 우정국로2길 29 4~5층 (관철동)',UH SUITE,37.5696352,126.9847142
93,서울특별시 종로구 동순라길 98 (원남동),종로 스테이,37.5750465,126.9961641
94,'서울특별시 종로구 수표로22길 38 엠앤럭키 호텔(M&LUCKY HOTEL) 지하1~지상10층 (돈의동)',엠앤럭키호텔,37.5713281,126.9909071
95,서울특별시 종로구 종로35가길 3 (효제동),스카이모텔,37.57194399999999,127.004121
96,서울특별시 종로구 대학로2길 49-2 (효제동),백제장,37.5715568,127.0048993
97,서울특별시 종로구 종로18길 9-6 (관수동),그리드인,37.5696762,126.9912923
98,서울특별시 종로구 인사동길 37-11 (관훈동),세림여관,37.5739951,126.9851157
99,서울특별시 종로구 종로48길 31 (창신동),창신기지,37.5711944,127.0121717
100,서울특별시 종로구 돈화문로11가길 77-4 (운니동),비원게스트하우스,37.5760384,126.9899186
101,서울특별시 동대문구 왕산로 22 (신설동),맹그로브신설,37.577775,127.0258662
102,서울특별시 종로구 율곡로 230-23 (충신동),스위스장,37.5741303,127.0075843
103,서울특별시 종로구 종로43길 8 (종로6가),필 하우스(FILL HOUSE),37.571558,127.0076116
104,서울특별시 종로구 대학로2길 23 (효제동),이화,37.5715633,127.00332
105,서울특별시 종로구 수표로28길 9-1 (낙원동),호텔 야자(종로점),37.5730319,126.9888996
106,서울특별시 종로구 종로35길 26-4 (효제동),허브모텔,37.5722203,127.0040811
107,서울특별시 종로구 창신1길 6 (창신동),대진,37.5721538,127.0109636
108,서울특별시 종로구 청계천로 63-3 MG호텔 (관철동),MG HOTEL(엠지호텔),37.568832,126.98455
109,서울특별시 종로구 난계로29길 65-15 (숭인동),메트로 21(Metro 21),37.5729495,127.0201522
110,서울특별시 종로구 보문로3길 17-4 (숭인동),가야,37.5767247,127.0224224
111,서울특별시 종로구 종로60길 9 (숭인동),삼오,37.5732304,127.01861
112,서울특별시 종로구 보문로7길 5-1 (숭인동),영모텔,37.57740039999999,127.0226253
113,서울특별시 종로구 돈화문로11가길 89 (운니동),시티파크호텔,37.5764638,126.9898246
114,서울특별시 종로구 삼일대로30길 9 (낙원동),(주)종로크라운,37.5739484,126.9881808
115,서울특별시 종로구 수표로22길 24 (돈의동),라휘느,37.5712166,126.9907184
116,서울특별시 종로구 자하문로 9 (체부동),아로마,37.5789237,126.9699212
117,서울특별시 종로구 청계천로 137 (장사동),센츄럴관광호텔,37.5691896,126.9939227
118,서울특별시 종로구 난계로29길 19-11 (숭인동),루미아호텔,37.5738075,127.0222466
119,서울특별시 종로구 수표로26길 3 (낙원동),호텔 라와,37.5722377,126.989164
120,서울특별시 종로구 난계로29길 64-3 (숭인동),캐슬장,37.5736838,127.0196059
121,서울특별시 종로구 수표로26길 11 (낙원동),투헤븐(2heaven),37.5722205,126.9896872
122,서울특별시 종로구 종로 286 (창신동),동대문관광호텔,37.5733202,127.015113
123,서울특별시 종로구 율곡로8길 57 (와룡동),대림장,37.5753146,126.9910439
124,서울특별시 종로구 평창문화로 136 (평창동),킴스관광호텔,37.6105415,126.9704556
125,서울특별시 종로구 종로18길 5 (관수동),풀리 미니호텔,37.5699015,126.991292
126,서울특별시 노원구 노해로75길 20-3 (상계동),뉴몬드,37.6547328,127.0574439
127,서울특별시 종로구 종로18길 7 (관수동),제이미니호텔,37.5697969,126.9912889
128,서울특별시 종로구 종로31길 46-8 (연지동),아미가인 서울 호텔,37.5726683,126.9994133
129,서울특별시 종로구 수표로22길 50-4 (돈의동),수모텔,37.5712252,126.9913058
130,'서울특별시 종로구 수표로22길 7 (낙원동외 1필지(165번지))',아마레,37.57126179999999,126.9897839
131,서울특별시 종로구 종로58길 6-6 (숭인동),동성,37.5729897,127.0174019
132,서울특별시 종로구 돈화문로5길 28-3 (낙원동),테크노모텔,37.5708551,126.990386
133,서울특별시 동작구 대림로 26 (신대방동),탑모텔,37.4872535,126.9103412
134,서울특별시 종로구 자하문로1나길 6 (체부동),나그네 하우스,37.576717,126.9716701
135,서울특별시 종로구 인사동길 22-7 (낙원동),동신,37.5742991,126.9882995
136,서울특별시 종로구 종로48길 29-2 (창신동),호텔 화(Hotel FA),37.5713098,127.0122823
137,서울특별시 종로구 수표로28길 12-3 (낙원동),알게호(Rgeho),37.5730021,126.9892034
138,서울특별시 종로구 종로65가길 17 (숭인동),별궁여관,37.5748947,127.019264
139,서울특별시 종로구 율곡로10길 17 (권농동),순라,37.576637,126.9911128
140,'서울특별시 종로구 종로48길 12 12층 (창신동)',글로벌인 동대문 시티데이즈 인,37.57140649999999,127.0116731
141,서울특별시 종로구 보문로1길 7-20 (숭인동),만남모텔,37.5760388,127.0222842
142,서울특별시 종로구 종로48길 26-4 (창신동),미니호텔달콤1,37.5710225,127.0118684
143,서울특별시 종로구 종로57길 34-8 (숭인동),호스텔 바닐라 2,37.5748872,127.0163151
144,'서울특별시 종로구 통일로 220 (교북동4543)',독립문호텔,37.5714471,126.961324
145,서울특별시 종로구 종로51나길 6 (창신동),더 베이지,37.5726893,127.0121826
146,'서울특별시 종로구 보문로1길 7-6 흥인여관 (숭인동)',스카이스테이,37.5763205,127.0223575
147,'서울특별시 종로구 새문안로 97 10~25층 (당주동)',포시즌스 호텔 서울(Fourseasons Hotel Seoul),37.570927,126.9754084
148,서울특별시 종로구 종로46가길 15-4 (창신동),미니호텔달콤2,37.5709997,127.0117328
149,서울특별시 종로구 종로48길 23 (창신동),호텔 일성,37.5713148,127.0119177
150,서울특별시 종로구 종로 269-8 (종로6가),HAH (JUST4U 2.0),37.5739752,127.0076747
151,서울특별시 서대문구 통일로40안길 9 (홍제동),해성,37.5906295,126.9437744
152,서울특별시 종로구 돈화문로11나길 59 (익선동),피터캣,37.5737132,126.9901271
153,서울특별시 종로구 수표로26길 6 (낙원동),호텔 컬리넌,37.5721026,126.9899559
154,서울특별시 종로구 종로 329-3 (창신동),리베라,37.5719674,127.0147426
155,서울특별시 종로구 수표로28길 12-5 (낙원동),시네마모텔,37.573138,126.9891869
156,서울특별시 종로구 종로46가길 10 (창신동),별장,37.5709002,127.0112553
157,서울특별시 종로구 인사동16길 6 (관훈동),준오 호텔,37.5749804,126.9842227
158,서울특별시 종로구 율곡로6길 13-3 (운니동),노블관광호텔,37.5766524,126.9896511
159,서울특별시 종로구 종로46가길 17 (창신동),동해,37.5709456,127.0116124
160,서울특별시 종로구 새문안로5길 5-3 (당주동),광화장,37.5708102,126.9745078
161,서울특별시 종로구 보문로7길 6-15 (숭인동),리치하우스,37.5777406,127.0222529
162,서울특별시 종로구 대학로2길 25 (효제동),스타호스텔 동대문점(star hostel dongdaemun),37.571645,127.0033835
163,서울특별시 종로구 수표로22길 10 (낙원동),호텔팝3,37.5710229,126.9898811
164,서울특별시 종로구 종로66가길 14 (숭인동),승학,37.5736275,127.0210772
165,서울특별시 종로구 종로43길 5 (종로6가),저스트포유(JUST4U),37.5715257,127.0074083
166,서울특별시 종로구 종로46가길 16 (창신동),현대,37.5709022,127.0114953
167,서울특별시 종로구 청계천로 117 (관수동),호텔베뉴지,37.5690222,126.9904296
168,서울특별시 종로구 종로12길 6-11 (관철동),한평,37.5696664,126.984999
169,'서울특별시 종로구 율곡로4길 11-3 1층 (견지동)',아름호스텔,37.5750013,126.9821507
170,서울특별시 종로구 창경궁로 229-8 (명륜4가),쉘라근,37.5833347,127.0010006
171,서울특별시 종로구 돈화문로11다길 9 (돈의동),스타호스텔,37.5728396,126.9905347
172,서울특별시 종로구 종로 322-6 (창신동),오마이호텔,37.5721507,127.0155496
173,서울특별시 성북구 장위로 104 (장위동),은하장,37.6135132,127.0482314
174,서울특별시 종로구 종로36가길 16 (종로5가),인터넷모텔,37.5705558,127.0047938
175,서울특별시 종로구 대학로2길 15 (효제동),스타호스텔 동대문 광장 마켓점,37.5716276,127.0029252
176,서울특별시 종로구 수표로22길 11 (낙원동),피카소모텔,37.5712443,126.9899551
177,서울특별시 종로구 삼일대로26길 9 (낙원동),스카이모텔,37.5732598,126.9886758
178,서울특별시 종로구 종로67길 3-12 (숭인동),수정,37.5749427,127.0204883
179,서울특별시 종로구 종로67길 3-6 (숭인동),진흥,37.5750988,127.0207331
180,서울특별시 종로구 종로 339-10 (창신동),금성장여관,37.5719371,127.0137117
181,서울특별시 구로구 경인로 662 (신도림동),쉐라톤서울 디큐브시티호텔,37.5084321,126.8887332
182,서울특별시 종로구 종로 69 (종로2가),YMCA관광호텔,37.5701735,126.985657
183,서울특별시 종로구 창경궁로 135-9 (원남동),호텔 제로,37.5768266,126.9972927
184,서울특별시 종로구 종로17길 46 (낙원동),호텔팩토리(HOTEL FACTORY),37.572145,126.9883388
185,서울특별시 종로구 종로46가길 20 (창신동),순안,37.5708169,127.0115315
186,서울특별시 종로구 종로16길 28 (관철동),몽호텔,37.5687261,126.9886053
187,서울특별시 종로구 돈화문로11가길 83 (운니동),쿠즈호텔,37.5763215,126.9899386
188,서울특별시 종로구 삼일대로32가길 50 (익선동),SAE WHA HOSTEL,37.5746928,126.9903002
189,서울특별시 종로구 수표로22길 6 (낙원동),호텔누누,37.5709245,126.9896402
190,서울특별시 종로구 종로65길 12-28 (숭인동),동미,37.5753131,127.0207223
191,서울특별시 종로구 삼일대로28길 14 (낙원동),탑호텔 앤 레지던스,37.5734048,126.9887689
192,서울특별시 종로구 종로35길 10 (효제동),호텔 케이월드(종로5가),37.5716151,127.0041095
193,서울특별시 구로구 공원로6가길 16 (구로동),BRONZE(브론즈),37.5023746,126.8911517
194,서울특별시 종로구 종로44길 22 (창신동),BM,37.570564,127.0114522
195,서울특별시 종로구 인사동7길 26 (관훈동),호텔썬비,37.5730378,126.9847563
196,서울특별시 종로구 세검정로6길 4 (홍지동),미라지모텔,37.6005062,126.9622113
197,'서울특별시 종로구 우정국로2길 34 4~6층 (관철동)',엠제이 스테이,37.5694199,126.9849322
198,서울특별시 구로구 구로동로 129-1 (구로동),청수장,37.4901883,126.8839138
199,'서울특별시 종로구 삼일대로17길 47-1 대한방직협회신관 5층 (관철동)',핑크빌,37.5690902,126.9849132
200,서울특별시 종로구 종로35가길 7-3 (효제동),청원 NEST,37.5720807,127.0041882
201,서울특별시 구로구 도림로3길 30 (구로동),비둘기,37.4864604,126.8869307
202,서울특별시 종로구 인사동길 49 (관훈동),나인트리 프리미어 호텔 인사동,37.5745329,126.9834556
203,서울특별시 구로구 구로동로2나길 5 (가리봉동),유정장,37.4838698,126.8869183
204,'서울특별시 종로구 종로12길 21 평구빌딩 4층 (관철동)',유에이치 스위트 종각 4F,37.5690496,126.9859854
205,'서울특별시 종로구 종로12길 21 평구빌딩 5층 (관철동)',유에이치 스위트 종각 5F,37.5690496,126.9859854
206,서울특별시 종로구 돈화문로11길 37 (낙원동),목시 서울 인사동 호텔,37.5723363,126.98932
207,'서울특별시 종로구 율곡로 228 glue hotel (이화동)',글루호텔,37.57568699999999,127.004005
208,서울특별시 종로구 종로12길 21 평구빌딩 3층 (관철동),유에이치스위트 광화문,37.5690496,126.9859854
209,서울특별시 구로구 디지털로 234 (가리봉동),성호장,37.4806148,126.8917594
210,'서울특별시 종로구 삼일대로17길 51 8층 (관철동)',엠제이게스트하우스(MJ GUEST HOUSE),37.5691376,126.9858298
211,서울특별시 종로구 종로35길 30-8 (효제동),모텔 와,37.5725719,127.0042088
212,서울특별시 종로구 창신길 9-8 (창신동),이지스테이,37.57227570000001,127.0101345
213,서울특별시 종로구 청계천로 341 (창신동),VATICA HOTEL(바티카 호텔),37.5750914,127.0121575
214,서울특별시 종로구 수표로18길 15-1 (관수동),더포스트 호텔,37.5692126,126.99035
215,서울특별시 종로구 대학로1길 9 (종로5가),라임모텔,37.5717588,127.0006647
216,서울특별시 구로구 구로동로25길 30 (구로동),쥬얼리,37.4906692,126.8821619
217,서울특별시 중구 동호로 249 (장충동2가),호텔신라,37.5577399,127.0076342
218,서울특별시 중구 퇴계로83길 22-16 (황학동),은성장여관,37.5671774,127.0188989
219,서울특별시 중구 다산로35길 21 (신당동),8모텔,37.563803,127.0144053
220,서울특별시 중구 퇴계로 325-8 (광희동2가),백운장여관,37.563762,127.0085234
221,'서울특별시 중구 을지로 228 (을지로5가 356910111314층)',(주)동대문레지던스 웨스턴코업,37.5664267,127.0025169
222,서울특별시 중구 동호로30길 33 (장충동2가),웰빙텔,37.5611495,127.0048567
223,서울특별시 중구 퇴계로12길 45-1 (회현동1가),동원여관,37.55724,126.9815898
224,서울특별시 중구 다산로 66 (신당동),세화장여관,37.550291,127.0078484
225,서울특별시 중구 을지로44길 24-6 (광희동1가),왕도여관,37.5652486,127.0060676
226,서울특별시 중구 퇴계로18길 30 (남산동1가),동도모텔,37.5594977,126.9849355
227,서울특별시 중구 난계로11길 33 (황학동),동문장여관,37.566532,127.0218538
228,서울특별시 중구 청파로 429-6 (중림동),해성장여관,37.5582075,126.9689297
229,서울특별시 중구 퇴계로20길 5-4 (남산동2가),계림장여관,37.5597846,126.9859208
230,서울특별시 강남구 논현로149길 40 지상1층102호2층3층4층 (논현동),화이트 린넨 하우스,37.5165224,127.0218644
231,서울특별시 중구 청파로 441-1 (중림동),우리텔,37.5588027,126.9687891
232,'서울특별시 중구 퇴계로31길 29 (충무로3가 2F~5F)',레인보우호텔(Rainbow Hotel),37.5624739,126.9921019
233,서울특별시 중구 다산로 51 (신당동),벤허,37.549049,127.007161
234,서울특별시 중구 퇴계로 345-6 (을지로7가),박씨네 한옥,37.565695,127.0090081
235,서울특별시 중구 만리재로35길 46-14 (만리동1가),호수모텔,37.5566575,126.9675956
236,서울특별시 중구 만리재로 207-10 (만리동1가),동은여인숙,37.5548124,126.9674916
237,서울특별시 중구 동호로30길 42 (장충동2가),장충인(J C INN),37.5610005,127.0052423
238,서울특별시 중구 만리재로37길 9 (만리동1가),천안 여인숙,37.5568197,126.9666418
239,서울특별시 중구 남대문로7길 19 (소공동),크라운파크호텔,37.5637273,126.9807681
240,'서울특별시 중구 장충단로 225 2층 (광희동1가)',한중숙박,37.5653398,127.0033068
241,'서울특별시 중구 남대문로1길 31 3-4층 (북창동)',케이게스트하우스 남대문,37.5623964,126.9770253
242,서울특별시 중구 장충단로10길 27 (광희동2가),르릿,37.5636079,127.0085479
243,서울특별시 중구 장충단로 229-5 (광희동1가),루모텔,37.5653256,127.0036612
244,서울특별시 중구 세종대로2나길 19 (남대문로5가),동산모텔,37.5583207,126.9745862
245,서울특별시 구로구 도림로 35-1 (구로동),미성장,37.487538,126.8882637
246,서울특별시 중구 을지로 30 (소공동),(주)호텔롯데,37.5633537,126.9812226
247,서울특별시 중구 동호로 346 (오장동),베이튼호텔,37.5648174,127.0007109
248,서울특별시 중구 청파로103길 18-4 (중림동),다림여인숙,37.558223,126.9683398
249,서울특별시 중구 남창동 232-2번지 ,공진여인숙,37.5569013,126.9766304
250,서울특별시 중구 퇴계로56길 18 (쌍림동),영빈호텔,37.5623827,127.0056361
251,서울특별시 중구 명동8나길 10 (충무로1가),사보이 호텔,37.5616553,126.9842622
252,서울특별시 중구 마른내로2길 15-16 (초동),명보여관,37.5633796,126.9924315
253,'서울특별시 중구 남대문로1길 26-19 (북창동 1~3층)',KIMS Moon Hotel,37.562307,126.9783449
254,'서울특별시 중구 수표로 14 영한빌딩 345층 (충무로3가)',뉴스테이인(New stay inn),37.5622578,126.9905795
255,서울특별시 중구 마장로9길 33-32 (황학동),중앙여관,37.5696271,127.018492
256,'서울특별시 중구 을지로 153-7 (산림동3~4층)',H2O,37.567822,126.9975516
257,서울특별시 중구 창경궁로5가길 27 (산림동),상원장,37.5680313,126.9970473
258,서울특별시 중구 명동9길 22 (을지로2가),호텔 스카이파크 Ⅱ,37.5648939,126.9850332
259,서울특별시 중구 명동길 61 (명동1가),서울로얄호텔,37.5637484,126.9834301
260,'서울특별시 중구 명동7길 21 명동아르누보센텀 405호 408~414호 (을지로2가)',칼리스타,37.5646918,126.9838429
261,'서울특별시 중구 퇴계로 211-5 6~10층 (충무로4가)',스테이락 호텔,37.562599,126.9937663
262,서울특별시 중구 퇴계로4길 9 (남창동),황금장여관,37.5591786,126.9776692
263,서울특별시 구로구 디지털로 228 (가리봉동),폼,37.4802506,126.8912627
264,'서울특별시 중구 동호로 345 4층~6층 (오장동)',케이게스트하우스(K-guesthouse) 동대문,37.5648174,127.0007109
265,서울특별시 중구 퇴계로56가길 7 (장충동2가),신도여관,37.5616495,127.0051703
266,서울특별시 중구 동호로15길 7 (신당동),퀸모텔,37.55628670000001,127.0087219
267,서울특별시 중구 명동8가길 52 (충무로2가 5~7층),나나,37.5617167,126.9879501
268,서울특별시 중구 을지로42길 11 (광희동1가),루비 모텔,37.5656793,127.0058514
269,서울특별시 강북구 덕릉로28길 34 (미아동),궁모텔,37.6330508,127.0241344
270,서울특별시 중구 다산로 259 (흥인동),플러스호텔,37.5674439,127.0167756
271,'서울특별시 중구 청파로 464 35층 (중림동 브라운스톤서울)',브라운스위트서울,37.5610631,126.9680818
272,서울특별시 중구 세종대로22길 12 (태평로1가),뉴국제호텔,37.5679234,126.9779478
273,서울특별시 중구 세종대로2길 11 (남대문로5가),삼정여관,37.5575747,126.9741822
274,서울특별시 중구 다산로 58 (신당동),세포장모텔,37.549572,127.0077425
275,서울특별시 중구 동호로34길 15 (광희동1가),화신여관,37.5651211,127.0036187
276,서울특별시 서대문구 세검정로3길 56-10 (홍제동),발리모텔,37.593292,126.9472969
277,'서울특별시 중구 서애로 22-1 (필동3가 5층)',호텔 아띠,37.5606449,126.9971882
278,서울특별시 중구 명동8가길 38 (충무로2가),더그랜드호텔 명동,37.5616242,126.9871398
279,서울특별시 중구 퇴계로10길 23 (회현동1가),(주)서울렉스호텔,37.558174,126.9804201
280,서울특별시 중구 퇴계로 19 (남대문로5가),호텔마누(HOTEL MANU),37.5587543,126.9745044
281,서울특별시 중구 을지로27길 31-2 (주교동),트래블러스 A 코리아 호스텔,37.5683472,126.9989131
282,서울특별시 중구 퇴계로83길 9-14 (황학동),동일여인숙,37.5671774,127.0188989
283,서울특별시 중구 마른내로 150 (광희동1가),신아모텔,37.5653053,127.006171
284,서울특별시 중구 퇴계로 107 (충무로1가),데이즈 호텔 명동,37.5609753,126.9836048
285,서울특별시 중구 청구로 138 (신당동),한일여관,37.5640075,127.0104261
286,서울특별시 중구 을지로41길 8 (을지로6가),허브모텔,37.5675139,127.0065887
287,서울특별시 중구 퇴계로6길 3-4 (회현동1가),일진장모텔,37.5572302,126.9793303
288,'서울특별시 중구 수표로 22-4 234층 (충무로3가)',블루보트 호스텔,37.56305589999999,126.9906078
289,'서울특별시 중구 퇴계로 334 2층~15층층 (광희동2가)',이비스 버젯 앰배서더 서울 동대문 호텔,37.5632524,127.000687
290,'서울특별시 중구 남대문시장길 61 (회현동1가 모딕빌딩 10층)',호텔 명동,37.5607022,126.979414
291,서울특별시 중구 명동8나길 15 (충무로1가 명동하늘빌딩 678910층),호텔스카이파크 명동1호점,37.5612223,126.9841039
292,서울특별시 중구 통일로 22-8 (남대문로5가),테마21,37.5578222,126.9724878
293,서울특별시 중구 마장로14길 2 (황학동),인득여관,37.56794379999999,127.0211822
294,'서울특별시 중구 을지로 246 (을지로6가을지로코업레지던스빌딩)',을지로 코업레지던스,37.566123,127.00537
